Date : 2024-03-31 23:00:37
Directory : d:\Coding\Learn
Total : 679 files,  19721 codes, 3941 comments, 1194 blanks, all 24856 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1028.cpp                                        | C++             |         21 |         40 |          3 |         64 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1036.cpp                                        | C++             |         26 |         24 |          1 |         51 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1088.cpp                                        | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1157.cpp                                        | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1223.cpp                                        | C++             |         27 |          0 |          1 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1225.cpp                                        | C++             |         28 |          5 |          2 |         35 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1225.java                                       | Java            |         21 |          0 |          1 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1449.cpp                                        | C++             |         29 |         41 |          0 |         70 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1464.cpp                                        | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1478.cpp                                        | C++             |         25 |          0 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1706.cpp                                        | C++             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1803.cpp                                        | C++             |         25 |          0 |          1 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1824.cpp                                        | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1873.cpp                                        | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P1996.cpp                                        | C++             |         24 |         36 |          4 |         64 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P2023.cpp                                        | C++             |         30 |          0 |          3 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P2249.cpp                                        | C++             |         16 |         54 |          2 |         72 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P3156.cpp                                        | C++             |         16 |          0 |          0 |         16 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P3392.cpp                                        | C++             |         44 |          6 |          1 |         51 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P3613.cpp                                        | C++             |         18 |         66 |          1 |         85 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\P3817.cpp                                        | C++             |         17 |          0 |          0 |         17 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week3\Uva673.cpp                                       | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\NP1219.cpp                                       | C++             |         30 |          0 |          1 |         31 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\NP1928.cpp                                       | C++             |         22 |         30 |          0 |         52 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\NP2392.cpp                                       | C++             |         31 |          0 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\P1010.cpp                                        | C++             |         26 |          0 |          2 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\P1024.cpp                                        | C++             |         29 |          2 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\P1678.cpp                                        | C++             |         30 |         33 |          0 |         63 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\P2437.cpp                                        | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2023\202311\week4\shudu.cpp                                        | C++             |         32 |          0 |          1 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\BigIntegerAdd.cpp                                | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\BigIntegerDevide.cpp                             | C++             |          9 |          0 |          1 |         10 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\BigIntegerMultiply.cpp                           | C++             |         30 |          0 |          2 |         32 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1009.cpp                                        | C++             |         62 |          0 |          0 |         62 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1029.cpp                                        | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1106.cpp                                        | C++             |          4 |          0 |          1 |          5 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1135.cpp                                        | C++             |          4 |          0 |          1 |          5 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1178.cpp                                        | C++             |         36 |          2 |          1 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1226.cpp                                        | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1440.cpp                                        | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1443.cpp                                        | C++             |         34 |          0 |          0 |         34 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P1591.cpp                                        | C++             |         43 |          0 |          2 |         45 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P4715.cpp                                        | C++             |         30 |          0 |          0 |         30 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\P4942.cpp                                        | C++             |         34 |         18 |          1 |         53 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week1\UVA11059.cpp                                     | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week2\P1115.cpp                                        | C++             |         14 |         54 |         15 |         83 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week2\P2842.cpp                                        | C++             |         16 |          0 |          0 |         16 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\B3643.cpp                                        | C++             |         29 |         10 |          0 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P1030.cpp                                        | C++             |         19 |          3 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P1305.cpp                                        | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P1496.cpp                                        | C++             |          9 |          0 |          0 |          9 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P1551.cpp                                        | C++             |         32 |          6 |          0 |         38 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P1827.cpp                                        | C++             |         19 |          3 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P1828.cpp                                        | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P1917.cpp                                        | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P2367.cpp                                        | C++             |         10 |          0 |          0 |         10 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P3370.cpp                                        | C++             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P3397.cpp                                        | C++             |         21 |         22 |          0 |         43 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P3916.cpp                                        | C++             |         28 |         28 |          0 |         56 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P4913.cpp                                        | C++             |         43 |          3 |          0 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2023\202312\week3\P5318.cpp                                        | C++             |         42 |         23 |          1 |         66 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\12420.cpp                                              | C++             |         34 |          0 |          0 |         34 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\12421.cpp                                              | C++             |         45 |          2 |          1 |         48 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\266755.cpp                                             | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\73202A.cpp                                             | C++             |         36 |          1 |          0 |         37 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\73422D.cpp                                             | C++             |         52 |          1 |          1 |         54 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\73470A.cpp                                             | C++             |         37 |          0 |          1 |         38 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\73760B.cpp                                             | C++             |         39 |         16 |          0 |         55 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\73760C.cpp                                             | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\73760C_1.cpp                                           | C++             |         47 |         28 |          0 |         75 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\73760D.cpp                                             | C++             |         38 |          0 |          1 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\B3614.cpp                                              | C++             |         35 |          0 |          0 |         35 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\CF1918A.cpp                                            | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\CF1918B.cpp                                            | C++             |         45 |          0 |          0 |         45 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\Eratosthenes.cpp                                       | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\Euluer.cpp                                             | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\JMU_D.cpp                                              | C++             |         51 |         17 |          0 |         68 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\NC24840.cpp                                            | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\NC51001.cpp                                            | C++             |         53 |          0 |          0 |         53 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P1020.cpp                                              | C++             |         38 |          7 |          0 |         45 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P1090.cpp                                              | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P1216.cpp                                              | C++             |         30 |          0 |          0 |         30 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P1440.cpp                                              | C++             |         34 |          1 |          2 |         37 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P1540.cpp                                              | C++             |         25 |          0 |          1 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P1886.cpp                                              | C++             |         39 |          0 |          0 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P2032.cpp                                              | C++             |         26 |          6 |          0 |         32 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P2866.cpp                                              | C++             |         36 |          0 |          0 |         36 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P3414.cpp                                              | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P3811.cpp                                              | C++             |         14 |          0 |          0 |         14 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P4549.cpp                                              | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P4995.cpp                                              | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P5015.cpp                                              | C++             |         17 |          0 |          0 |         17 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P5514.cpp                                              | C++             |         15 |          0 |          0 |         15 |
| d:\Coding\Learn\C&CPP\luogu\2024\202401\P5788.cpp                                              | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\01bag.cpp                                        | C++             |         36 |         10 |          0 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\74362A.cpp                                       | C++             |         17 |          0 |          0 |         17 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\74362B.cpp                                       | C++             |         22 |         21 |          0 |         43 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\74362C.cpp                                       | C++             |         24 |          2 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\74362D.cpp                                       | C++             |         46 |          0 |          0 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\74362E.cpp                                       | C++             |         32 |         73 |          0 |        105 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\IntervalDP.cpp                                   | C++             |         29 |         15 |          0 |         44 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\P1048.cpp                                        | C++             |         23 |         10 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\P1049.cpp                                        | C++             |         26 |          0 |          0 |         26 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\P1164.cpp                                        | C++             |          0 |        129 |          0 |        129 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\abc339A.cpp                                      | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\abc339B.cpp                                      | C++             |         72 |          0 |          0 |         72 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\abc339C.cpp                                      | C++             |         25 |          0 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\acwing338.cpp                                    | C++             |         30 |          0 |          0 |         30 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\coinchange.cpp                                   | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\groupBag.cpp                                     | C++             |         31 |        125 |          0 |        156 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\knapsack.cpp                                     | C++             |         37 |          6 |          0 |         43 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\knapsackII.cpp                                   | C++             |         47 |         14 |          0 |         61 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\lcs.cpp                                          | C++             |         32 |         10 |          1 |         43 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\lis.cpp                                          | C++             |         30 |          0 |          0 |         30 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\mixBag.cpp                                       | C++             |         61 |        106 |          0 |        167 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week1\mutipleBag.cpp                                   | C++             |         38 |          0 |          0 |         38 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\16582.cpp                                        | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\16583.cpp                                        | C++             |         30 |         26 |          0 |         56 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\73854A.cpp                                       | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\73854B.cpp                                       | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\73854C.cpp                                       | C++             |         45 |          0 |          1 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\73854D.cpp                                       | C++             |         64 |          2 |          1 |         67 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75174A.cpp                                       | C++             |         14 |          0 |          0 |         14 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75174B.cpp                                       | C++             |         34 |          1 |          0 |         35 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75174C.cpp                                       | C++             |         25 |          0 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75174E.cpp                                       | C++             |         55 |         10 |          0 |         65 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75483A.cpp                                       | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75483B.cpp                                       | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75483C.cpp                                       | C++             |         15 |          0 |          1 |         16 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75483E.cpp                                       | C++             |         40 |          5 |          1 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\75843F.cpp                                       | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\B3635.cpp                                        | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\B3636.cpp                                        | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P1091.cpp                                        | C++             |         40 |         20 |          1 |         61 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P1226.cpp                                        | C++             |         25 |          0 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P1516.cpp                                        | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P1616.cpp                                        | C++             |         28 |         22 |          0 |         50 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P3372.cpp                                        | C++             |         81 |          0 |          0 |         81 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P3390.cpp                                        | C++             |         55 |          0 |          0 |         55 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P8647.cpp                                        | C++             |         32 |         34 |          0 |         66 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P8682.cpp                                        | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P8723.cpp                                        | C++             |         22 |          0 |          1 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P8772.cpp                                        | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\P9240.cpp                                        | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\PrimeFactors.cpp                                 | C++             |         25 |          0 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\SegmentTree.cpp                                  | C++             |         63 |          0 |          1 |         64 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week2\excgcd.cpp                                       | C++             |         35 |          0 |          0 |         35 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\16982E.cpp                                       | C++             |         31 |          0 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\16982F.cpp                                       | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\75766A.cpp                                       | C++             |         17 |          0 |          0 |         17 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\75766B.cpp                                       | C++             |         28 |          1 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\75766C.cpp                                       | C++             |         36 |          0 |          3 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\75766D.cpp                                       | C++             |         76 |          5 |          3 |         84 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\75766E.cpp                                       | C++             |         47 |          0 |          0 |         47 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\ABC340B.cpp                                      | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\ABC340C.cpp                                      | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P1063.cpp                                        | C++             |         32 |         33 |          0 |         65 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P1106.cpp                                        | C++             |         36 |          1 |          0 |         37 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P1149.cpp                                        | C++             |         11 |         43 |          0 |         54 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P1198.cpp                                        | C++             |         58 |          0 |          0 |         58 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P1424.cpp                                        | C++             |         20 |          0 |          0 |         20 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P1775.cpp                                        | C++             |         29 |         44 |          0 |         73 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P1880.cpp                                        | C++             |         46 |         40 |          0 |         86 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P2197.cpp                                        | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P8597.cpp                                        | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P8623.cpp                                        | C++             |         38 |          2 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P8649.cpp                                        | C++             |         30 |         28 |          0 |         58 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P8671.cpp                                        | C++             |         18 |         13 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P8742.cpp                                        | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P9230.cpp                                        | C++             |         25 |         29 |          0 |         54 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\P9231.cpp                                        | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202402\week3\sgFunction.cpp                                   | C++             |         36 |          0 |          0 |         36 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC15186.cpp                                      | C++             |         18 |          0 |          0 |         18 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC17870.cpp                                      | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC219046.cpp                                     | C++             |         49 |          4 |          0 |         53 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC223418.cpp                                     | C++             |         24 |          0 |          0 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC23046.cpp                                      | C++             |         37 |          0 |          2 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC230720.cpp                                     | C++             |         32 |          0 |          0 |         32 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC230911.cpp                                     | C++             |         36 |          0 |          0 |         36 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC232994.cpp                                     | C++             |         29 |         36 |          0 |         65 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC239208.cpp                                     | C++             |         32 |          0 |          0 |         32 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC257632.cpp                                     | C++             |         22 |          0 |          1 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC25859.cpp                                      | C++             |         43 |          0 |          2 |         45 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC258938.cpp                                     | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC266612.cpp                                     | C++             |         30 |         41 |          1 |         72 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC52075.cpp                                      | C++             |          0 |         54 |          1 |         55 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC52279.cpp                                      | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC75768A.cpp                                     | C++             |         21 |          0 |          0 |         21 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC75768B.cpp                                     | C++             |         33 |          0 |          1 |         34 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC75768C.cpp                                     | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC76133A.cpp                                     | C++             |         16 |          0 |          0 |         16 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC76133B.cpp                                     | C++             |         31 |          0 |          0 |         31 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC76133C.cpp                                     | C++             |         23 |          0 |          0 |         23 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC76133D.cpp                                     | C++             |         33 |        135 |          0 |        168 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC76133F.cpp                                     | C++             |         41 |          1 |          0 |         42 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\NC76133G.cpp                                     | C++             |         47 |          1 |          0 |         48 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8627.cpp                                        | C++             |         19 |          0 |          0 |         19 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8635.cpp                                        | C++             |         23 |         31 |          0 |         54 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8651.cpp                                        | C++             |         19 |         19 |          0 |         38 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8662.cpp                                        | C++             |         29 |          0 |          0 |         29 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8665.cpp                                        | C++             |         28 |         22 |          2 |         52 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8686.cpp                                        | C++             |         23 |         22 |          1 |         46 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8707.cpp                                        | C++             |         22 |          0 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8742.cpp                                        | C++             |         34 |         89 |          0 |        123 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8745.cpp                                        | C++             |         38 |         66 |          0 |        104 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week1\P8748.cpp                                        | C++             |         14 |          0 |          0 |         14 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC15188.cpp                                      | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC15236.cpp                                      | C++             |         25 |          0 |          0 |         25 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC204859.cpp                                     | C++             |         27 |          1 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC23050.cpp                                      | C++             |         14 |          0 |          0 |         14 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC231989.cpp                                     | C++             |         33 |          0 |          0 |         33 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC263883.cpp                                     | C++             |          0 |         22 |          0 |         22 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC53079.cpp                                      | C++             |         27 |          0 |          0 |         27 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC75771A.cpp                                     | C++             |         28 |          0 |          0 |         28 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC75771B.cpp                                     | C++             |         22 |          1 |          1 |         24 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC75771C.cpp                                     | C++             |         40 |          0 |          0 |         40 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC75771D.cpp                                     | C++             |         35 |         30 |          0 |         65 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC75771E.cpp                                     | C++             |         38 |          0 |          1 |         39 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC76609A.cpp                                     | C++             |         15 |          0 |          0 |         15 |
| d:\Coding\Learn\C&CPP\luogu\2024\202403\week2\NC76609B.cpp                                     | C++             |         44 |          0 |          0 |         44 |
